id,problema_solucion,verbo_solucion,sujeto_solucion,complemento_solucion,coordinador_zonal_solucion,responsable_solucion,responsable_sistema,corresponsable_solucion,sistematizador_solucion,lider_mesa_solucion,tipo_fuente,Tipo_Mesa,nombre_ambit,nombre_evento,nombre_instrumento,nombre_provincia,nombre_sector,nombre_sipoc,nombre_tipo_empresa,nombre_estado,supuestos_cumplimientos,riesgos_cumplimiento,plazo_cumplimiento,fecha_cumplimiento,total_actividades,fecha_ultimo_registro
1633,"Poca cultura turística de los habitantes, colonos o comuneros de sitios turisticos (ej: pile, machalilla, cascadas de el carmen, etc)",Capacitar,"A LOS HABITANTES DE LOS SECTORES CON POTENCIAL TURÍSTICO","Y DISPENSAR UN RECONOCIMIENTO HACIA LA CIUDADANIA SOBRE SU IMPORTANCIA Y DIVERSAS ETNIAS "," Mario Chiquizan ",MINTUR,MINTUR,"COMITÉ PUBLICO-PRIVADO (MINTUR - DIRECCIONN DE TURISMO GPM - GADS LOCALES - FACULTADES TURISMO DE LAS UNIVERSIDADES - CÁMARAS TURISMO - ONG'S)","Diego García"," Mario Chiquizan ",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Asistencia técnica",Manabí,Turismo,Proveedores,Transversal,"En Desarrollo","Priorizacion de otras actividades, causaria que no se ejecuten las capacitaciones previstas","Priorizacion de otras actividades, causaria que no se ejecuten las capacitaciones previstas",Mediano,2018-12-31,1,"2018-05-23 14:42:23"
1670,"Inexistencia de una cultura turística ","Realizar ","campañas de difusión sobre turismo ","en escuelas y colegios","VICENTE TORRES",MINTUR,MINTUR,"GAD, Academia, Operadores turísticos, inversionistas, cámara de turismo, Prefectura","RICHARD PACHAR","FREDDY ERNESTO AGUILAR",1,"Mesas de Competitividad",Otros,"MESAS DE COMPETITIVIDAD EL ORO-El Oro","Asistencia técnica","El Oro",Turismo,Mercado,"Empresa Pequeña","En Desarrollo","QUE NO EXISTA EL SUFICIENTE MATERIAL TURISTICO PARA LA EJECUCIÓN DEL EVENTO","QUE NO EXISTA EL SUFICIENTE MATERIAL TURISTICO PARA LA EJECUCIÓN DEL EVENTO",Corto,2018-11-30,1,"2018-08-16 08:42:28"
1671,"Inexistencia de una cultura turística ","Realizar ",capacitaciones,"para la creación de proyectos y fuentes turísticos temáticos ","VICENTE TORRES",MINTUR,MINTUR,"GAD, Academia, Operadores turísticos, inversionistas, cámara de turismo, Prefectura","RICHARD PACHAR","FREDDY ERNESTO AGUILAR",1,"Mesas de Competitividad",Otros,"MESAS DE COMPETITIVIDAD EL ORO-El Oro","Asistencia técnica","El Oro",Turismo,Mercado,"Empresa Pequeña","En Desarrollo","QUE NO EXISTA LA PREDISPOSICIÓN POR PARTE DE LOS MUNICIPIOS PARA REALIZAR ARTICULADAMENTE DICHO EVENTO","QUE NO EXISTA LA PREDISPOSICIÓN POR PARTE DE LOS MUNICIPIOS PARA REALIZAR ARTICULADAMENTE DICHO EVENTO",Mediano,2019-11-30,1,"2018-08-16 08:45:03"
1693,COMERCIALIZACION,"GENERAR ","VALOR AGREGADO","A LA PRODUCCION DE COCO DE LA ZONA NORTE DE ESMERALDAS","Douglas Recalde",MAG,MAG,MIPRO,"DENNISSE ESPINOZA ","ING.PAUL ALENCASTRO",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA COMPETITIVA PROVINCIAL Esmeraldas-Esmeraldas",Financiamiento,Esmeraldas,Agroindustria,Proceso,Microempresa,"En Desarrollo",,,,0000-00-00,1,"2018-05-14 16:56:13"
1713,"Monopolización del mercado turístico ",Simplificar,"la tramitologia","para la creación de nuevos espacios turísticos que permita evitar la monopolización del sector","Douglas Recalde",MINTUR,MINTUR,"Sector Hotelero","Estudiante UTLVT","Edwin De La Portilla",1,"Mesas de Competitividad","Simplificación de trámites","MESA COMPETITIVA PROVINCIAL Esmeraldas-Esmeraldas","Intervención zonal",Esmeraldas,Turismo,Proceso,Microempresa,"En Desarrollo",,,,0000-00-00,1,"2018-06-11 16:02:17"
1796,"Informalidad, falta de seriedad de los proveedores y baja calidad de la materia prima ofertada",Generar,"capacitación y especialización","para garantizar materia prima de calidad","Mgs. Vicente Torres",MAG,MAG,"Sector Industrial,  AGROCALIDAD","María del Cisne Larrea Palacio","Alex Valdivieso",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad Provincial LOJA-Loja","Asistencia técnica",Loja,Industria,Proveedores,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-05-14 16:53:13"
1844,"Limitada oferta de productos turísticos para la consolidación de Tungurahua como destino turístico",GENERAR,"espacios, infraestructura, y productos de atractivos turísticos","para conseguir una consolidación a Tungurahua como destino turístico","Mgs. Gustavo Camelos ","MINTUR ",MINTUR,"GAD´s, ACADEMIA","JUAN CARLOS CRUZ","FRESSIA PAZMIÑO",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA PRODUCTIVA -Tungurahua",Infraestructura,Tungurahua,Turismo,Producto,Transversal,"En Desarrollo","Desarticulación institucional, recorte presupuestario","Desarticulación institucional, recorte presupuestario",Largo,2018-12-15,1,"2018-05-23 12:15:47"
1846,"Escasa generación de políticas para fomento turístico",GENERAR,"análisis para la creación de políticas públicas ","para incentivar el fomento de actividad turística","Mgs. Gustavo Camelos ",MINTUR,MINTUR,ASAMBLEA,"JUAN CARLOS CRUZ","FRESSIA PAZMIÑO",1,"Mesas de Competitividad","Necesidad de análisis, mejora o creación de políticas públicas, normativas, resoluciones u otra base legal existente","MESA PRODUCTIVA -Tungurahua","Política pública",Tungurahua,Turismo,Insumos,Transversal,"En Desarrollo","Desarticulación con los actores.","Desarticulación con los actores.",Largo,2018-12-15,1,"2018-05-23 11:38:12"
1847,"Insuficientes canales de promoción turística local y nacional",GENERAR,"Campañas de difusión sobre los potenciales atractivos turísticos de la provincia","para que aumente la demanda de turistas nacionales e internacionales","Mgs. Gustavo Camelos ",MINTUR,MINTUR,SECOM,"JUAN CARLOS CRUZ","FRESSIA PAZMIÑO",1,"Mesas de Competitividad","Fomento de la producción nacional","MESA PRODUCTIVA -Tungurahua","Desarrollo del proyecto",Tungurahua,Turismo,Mercado,Transversal,"En Desarrollo","Que las campañas diseñadas no lleguen al mercado objetivo","Que las campañas diseñadas no lleguen al mercado objetivo",Mediano,2018-08-29,1,"2018-05-23 12:05:40"
1851,"Desconocimiento del procedimiento a seguir para emprender debido a que existe demasiados procesos que cambian continuamente.","Digitalizar ","procedimientos y normativas para emprender ","que sirvan de orientación para el empresario y emprendedor","Edwin De La portilla",MIPRO,NULL,"ARCSA, BANECUADOR, ACADEMIA, SRI","ING. ANDREA TORRES","MARIA DEL CISNE TITUAÑA",1,"Mesas de Competitividad","Simplificación de trámites","MESAS DE COMPETITIVIDAD-Pichincha","Desarrollo del proyecto",Loja,Comercio,Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-01-11 04:47:01"
1857,"Carencia de proveedores que tengan certificación","Articular ","con instituciones como el Ministerio de Agricultura","el fomento al cultivo de granos con características agroecológicas","Abg. Carlos Gomez de la Cruz","MAG ",MAG,"MESA TECNICA DE LA RUTA DEL EMPRENDEDOR, GAD MUNICIAPLES Y PROVINCIALES","Ing. Ruth Moscoso Mogrovejo / Ing. Javier Sarmiento","Ing. David Estrella Salazar",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Compettitividad Provinciales-Azuay","Asistencia técnica",Azuay,Agroindustria,Proveedores,Microempresa,"En Desarrollo",,,,0000-00-00,1,"2018-08-22 13:16:08"
1870,"No se cuenta con una cultura de estudios y de emprendimiento desde las bases",Generar,"convenios con Senescyt  y el Ministerio de Educación","para fomentar la formación dual y crear una cultura de emprendimientos.
para el desarrollo de la cultura del emprendimiento desde las bases de la educación de nuestra sociedad.","DR. CARLOS GOMEZ DE CRUZ ",MIPRO,SENESCYT,"SENESCYT
Ministerio de Educación 
SECAP","Laura Tapia y Paúl Galán","Eco. Welington Siavichay Martinez",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES -Azuay","Desarrollo del proyecto",Azuay,Industria,Proveedores,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-09-25 17:54:49"
1880,"Falta de personal técnico para industria.",Fortalecer,"a los institutos de capacitación técnica","para disponer de personal calificado para la industria","DR. CARLOS GOMEZ DE CRUZ ",SENESCYT,SENESCYT,"
SECAP
MIPRO
","Laura Tapia y Paúl Galán","Eco. Welington Siavichay Martinez",1,"Mesas de Competitividad","Generación de empleo","MESAS COMPETITIVAS PROVINCIALES -Azuay","Asistencia técnica",Azuay,Industria,Proveedores,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-09-25 17:57:16"
1888,"Se requiere definir de forma clara las competencias de cada institución del estado o entes turísticos.",Coordinar,"entre las instituciones públicas y privadas una hoja de ruta con la competencia y requisitos que se solicitan a los operadores turísticos y conformar el comité de turismo.","Se debe realizar acercamiento de los Gobiernos Autónomos descentralizados y Ministerio de Turismo hacia los operadores de Turismo. ","MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Ministerio de Turismo Bolivar-Bolívar",Acuerdo,Bolívar,Turismo,Proceso,Transversal,"En Desarrollo","Cambio de autoridades en los Gads","Cambio de autoridades en los Gads",Mediano,2020-12-31,1,"2018-08-14 15:23:44"
1889,"No existe un trabajo en conjunto entre los operadores turísticos y las instituciones Gubernamentales.",Organizar,"mesas de trabajo en las que se vincule a los Gobiernos Autónomos Descentralizados, Ministerio y  Operadores turísticos.","Se debe realizar acercamiento de los Gobiernos Autónomos descentralizados y Ministerio de Turismo hacia los operadores de Turismo. ","MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Ministerio de Turismo Bolivar-Bolívar","Intervención zonal",Bolívar,Turismo,Proceso,Transversal,"En Desarrollo","Cambio de los Directores de Turismo de los Gad´s y falta de presupuesto.","Cambio de los Directores de Turismo de los Gad´s y falta de presupuesto.",Corto,2019-12-31,1,"2018-08-14 15:29:27"
1890,"Falta de direccionamiento y acompañamiento por parte del Ministerio de Turismo.",Coordinar,"acciones con el Ministerio de Turismo que ayuden a incentivar el turismo en la provincia.","Se debe realizar acercamiento del Ministerio de Turismo hacia los operadores de Turismo. ","MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Ministerio de Turismo Bolivar-Bolívar","Asistencia técnica",Bolívar,Turismo,Proceso,Microempresa,"En Desarrollo","Que las comunidades no asistan a las capacitaciones.","Que las comunidades no asistan a las capacitaciones.",Mediano,2020-12-31,1,"2018-08-14 15:35:18"
1891,"Falta de servicios básicos en los atractivos turísticos de la Provincia.",Articular,"la gestión de dotación y mejoramiento de servicios básicos con los Gobiernos Autónomos Descentralizados, ya que se encuentra dentro de sus competencias.","Levantamiento de información situacional actual, de los servicios básicos en los atractivos turísticos de Bolívar. ","MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales, Senplades","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Fomento de la producción nacional","Ministerio de Turismo Bolivar-Bolívar","Inversión ",Bolívar,Turismo,Insumos,Transversal,"En Desarrollo","Que se pueda levantar el catastro de servicios basicos en todos los atractivos turísticos existentes en la provincia.","Que se pueda levantar el catastro de servicios basicos en todos los atractivos turísticos existentes en la provincia.",Corto,2019-12-31,1,"2018-08-14 15:39:24"
1892,"Falta de inventario turístico de la parte cultural, gastronómica y artesanal, que permita la promoción de la Provincia.",Realizar,"un levantamiento de información a nivel de provincial de los atractivos turísticos y socialización del mismo.",,"MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Fomento de la producción nacional","Ministerio de Turismo Bolivar-Bolívar",Acuerdo,Bolívar,Turismo,Proceso,Transversal,"En Desarrollo","Incumplimiento de los estudiantes al no realizar el levantamiento de información de los atractivos turísticos de la provincia","Incumplimiento de los estudiantes al no realizar el levantamiento de información de los atractivos turísticos de la provincia",Corto,2019-05-31,1,"2018-08-14 15:44:08"
1893,"Falta de desarrollo de actividades complementarias para los atractivos Turísticos.",Organizar,"vinculaciones entre los operadores turísticos de la Provincia, en los cuales se pueda exponer los diferentes productos y servicios de los artesanos y Mipymes.",,"MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Fomento de la producción nacional","Ministerio de Turismo Bolivar-Bolívar",Acuerdo,Bolívar,Turismo,Producto,Transversal,"En Desarrollo","Este proyecto es constante no tiene fecha de caducidad, la comercialización de los productos se lo realiza en todos los feriados durante todo el año.","Este proyecto es constante no tiene fecha de caducidad, la comercialización de los productos se lo realiza en todos los feriados durante todo el año.",Corto,2018-12-31,1,"2018-08-14 15:47:35"
1894,"Tramites muy complejos y tasas elevadas.",Aperturar,"una ventanilla única y definir regulaciones a través de ordenanzas.","Se debe mantener tarifas.","MGS. ANDRÉS ALARCÓN",MINTUR,MINTUR,"GAD Locales","Abg. Mónica Bonilla","Lic. José Vizcaino",1,"Mesas de Competitividad","Simplificación de trámites","Ministerio de Turismo Bolivar-Bolívar",Ordenanzas,Bolívar,Turismo,Proceso,Transversal,"En Desarrollo","Que el GAD municipal no lo considere dentro de sus prioridades y que no lo ejecute.","Que el GAD municipal no lo considere dentro de sus prioridades y que no lo ejecute.",Largo,2021-12-31,1,"2018-08-14 15:52:05"
1900,"DESMOTIVACION EN LA ORGANIZACIÓN ",Fomentar,"la asociatividad y tomar en cuenta a las microempresas, MIPYMES","y brindar apoyo necesario, por ejemplo con la realización de ruedas de negocios.","Neicer Caspi",MAG,MAG,N/A,"Geovanna Lobato","Neicer Caspi",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Mesa de Agroindustria-Bolívar","Incentivos tributarios",Bolívar,Agroindustria,Mercado,EPS,"En Desarrollo",,,,0000-00-00,1,"2018-08-24 15:21:03"
1907,"FALTA DE APOYO POR LAS INSTITUCIONES LOCALES",Apoyo,"de las Entidades Públicas mediante ferias","y eventos de promoción fuera de la provincia","Neicer Caspi",MAG,MAG,"Gobiernos Autónomos Descentralizados.","Geovanna Lobato","Neicer Caspi",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","Mesa de Agroindustria-Bolívar",Ordenanzas,Bolívar,Agroindustria,Proveedores,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-08-21 15:59:29"
1927,"Impuesto a la Renta",TRIBUTACIÓN,"Modificaciones a la fórmula del cálculo y pago del anticipo de IR y a la tarifa de IR","Generar un estudio en el primer trimestre de cada año por parte de la administración tributaria (y/o a petición de parte), en coordinación con el MEF que determine los sectores, subsectores y segmentos que ameriten una reducción o exoneración del Anticipo del  IR ante una afectación en su actividad económica que ocurra durante el ejercicio fiscal impositivo.","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Producto,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 13:35:14"
1942,"Corresponsabilidad del sector privado",TRIBUTACIÓN,"Implementar mecanismos de corresponsabilidad verificables","El sector privado manifiesta su decisión de apoyar las iniciativas de control de la evasión y mejora de la transparencias fiscal; y, apoyar en la implementación de medidas de control social.","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Inversión en iniciativas productivas nacionales","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 13:58:32"
1967,"Establecer incentivos tributarios para promover la investigación y desarrollo en el sector productivo.",TRIBUTACIÓN,"Establecer incentivos tributarios para fortalecer los encadenamientos productivos que involucren a (EPS, ARTESANOS, MIPYMES)","Analizar las propuestas de mejoras estructurales de acuerdo a las particularidades de cada sector: 
- Reforma a la LOEPS
-  Ley de Defensa del Artesano","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 14:19:28"
1971,"Implementar mecanismos contra la evasión, defraudación fiscal  y corrupción",TRIBUTACIÓN,"Reducir la competencia desleal","Crear un espacio de trabajo  entre el sector público y privado para  la lucha y erradicación del comercio ilegal, fraude, evasión fiscal y delitos aduaneros ","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 14:22:21"
1972,"Implementar mecanismos contra la evasión, defraudación fiscal  y corrupción",TRIBUTACIÓN,"Reducir la competencia desleal","Socializar y capacitar sobre el uso de la plataforma del Servicio de Rentas Internas a la EPS y ARTESANOS","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Cumplimiento de la transparencia fiscal","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 14:22:41"
1975,"Implementar mecanismos contra la evasión, defraudación fiscal  y corrupción",TRIBUTACIÓN,"El Consejo Consultivo Productivo y Tributario respaldará  las acciones que el Frente de Transparencia y Lucha Contra la Corrupción que sobre la evasión tributaria recomiende.","Promover y respaldar activamente las acciones y a las instituciones que promuevan la  transparencia y la lucha contra la corrupción pública o privada.","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-04-04 14:31:33"
